position,candidate_top1,oracle_top1,kl,relative_nll_delta,max_logit_error
939,248046,248046,0.00087614,0.03422007,0.96252871
940,248046,248046,0.00131798,0.03359338,0.74573374
941,248046,248046,0.00195715,0.02465897,0.91392326
942,248046,248046,0.00250761,0.01630337,0.82899952
943,248046,248046,0.00045505,0.07667666,0.88077545
944,248046,248046,0.00033343,0.07948356,1.18945932
945,248046,248046,0.06427262,0.03306388,0.97700739
946,62,62,0.00242383,0.07441579,1.16199112
947,15,15,0.04089547,0.37989469,1.23830223
948,248046,248046,0.00649363,0.13263850,0.94848442
949,17294,17294,0.00760502,0.21044584,1.07514381
950,1250,1250,0.00510921,0.05566093,0.56337857
951,4568,4568,0.00005382,0.07469907,0.73210001
952,248046,248046,0.00130820,0.01784193,0.72208643
953,248046,248046,0.00210597,0.07752238,1.07262063
954,248046,248046,0.02791945,0.34611560,1.34476566
955,248046,248046,0.00075688,0.05477970,0.81101990
956,26612,26612,0.00782568,0.17810223,1.32738614
957,280,280,0.02320614,0.02299087,0.72874665
958,25,25,0.02512952,0.34570067,0.81781244
959,9987,9987,0.00310567,0.14541274,0.59969354
960,1163,1163,0.00598301,0.10395191,0.69637865
961,248046,248046,0.00148934,0.03467379,0.70761013
962,248046,248046,0.02613431,0.13244918,2.07423425
963,1089,1089,0.00091112,0.04380153,0.77141380
964,248046,248046,0.02014031,0.23624790,1.83496475
965,248046,248046,0.01753096,0.21439945,1.18707776
966,248046,248046,0.04931905,0.44421708,2.49064302
967,9087,9087,0.00119637,0.02517726,1.20173120
968,248046,248046,0.00001296,0.10524375,1.52982330
969,248046,248046,0.00000622,0.07307630,2.10294819
970,248046,248046,0.20942997,0.37607641,3.59505272
971,248046,248046,0.02019004,0.29827197,1.28767633
972,9705,9705,0.00083417,0.04260059,0.93419647
973,31049,31049,0.00744379,0.21011675,0.86661816
974,5762,5762,0.00319493,0.27993872,0.65065384
975,248046,248046,0.00002636,0.00251033,1.42741203
976,248046,248046,0.00138169,0.08054964,0.81364983
977,248046,248046,0.01727941,0.19796864,2.14771652
978,248046,248046,0.00081548,0.20561673,1.08165789
979,1193,1193,0.00720193,0.29516476,0.78159142
980,20114,20114,0.00180821,0.10124240,1.13861990
981,19860,19860,0.00844790,0.44197835,0.59487820
982,16,16,0.00565750,0.16487398,0.88984776
983,248046,248046,0.00004449,0.00333142,1.01670361
984,248046,248046,0.00024553,0.02801013,0.97327614
985,262,262,0.00387730,0.15214552,2.69007540
986,248046,248046,0.00103897,0.14388689,1.66762447
987,6761,248046,0.03637932,0.30875666,0.92391419
988,26,248046,0.00362837,0.11303850,0.86920547
989,248046,248046,0.01272829,0.18740433,0.73563385
990,248046,248046,0.00251619,0.06017067,6.04240036
991,248046,248046,0.00061367,0.01246688,1.45654917
992,248046,248046,0.00234763,0.11542373,2.30830932
993,26,248046,0.10064589,0.45609606,1.16651869
994,248046,248046,0.00792242,0.22075648,1.13755131
995,248046,248046,0.00093266,0.03718586,2.51279497
996,248046,248046,0.02877695,1.15569750,5.21155453
997,17102,17102,0.02581603,0.34937118,0.88291550
998,248046,248046,0.00096305,0.10605691,1.17371511
999,248046,248046,0.00080785,0.10128071,1.65873814
1000,248046,248046,0.00004447,0.06684784,3.02340937
1001,248046,248046,0.00157891,0.12618273,1.00197554
1002,1911,1911,0.00045193,0.05022618,0.65480757
1003,248046,248046,0.04210025,0.31847629,0.84079361
1004,7698,7698,0.04520521,0.55064772,0.85672879
1005,62,62,0.00314085,0.27775120,0.68077850
1006,16,16,0.01324930,0.33649506,0.76318884
1007,2654,2654,0.00380551,0.11779133,1.06106615
1008,2153,2153,0.01784064,0.26794769,0.84775746
1009,248046,248046,0.00462393,0.14163930,1.53459525
1010,248046,248046,0.00279876,0.13825494,1.56695127
1011,11,248046,0.01563877,0.21859364,0.96973157
1012,248046,248046,0.00372545,0.13619213,3.11742401
1013,307,307,0.01435016,0.31247902,1.29408503
1014,8,8,0.10017754,0.78683049,1.92501068
1015,248046,248046,0.00002466,0.07592410,1.05052114
1016,248046,248046,0.00367865,0.13120901,2.40696764
1017,262,262,0.00059789,0.06144130,1.47193956
1018,2153,2153,0.06979047,0.32308402,2.20043850
1019,2542,248046,0.06332159,0.41025974,0.80181611
1020,248046,248046,0.04784151,0.33697892,1.08105850
1021,220,220,0.05713602,0.42486807,0.93672562
1022,248046,248046,0.02360391,0.23947191,1.51396036
1023,13,248046,0.71529943,0.88315085,6.91199398
1024,15,15,0.00005351,0.07898455,2.87437797
1025,248046,69,0.07067998,0.75599770,2.46590805
1026,248046,248046,0.09885581,0.44275648,1.28083706
1027,248046,248046,0.01489088,0.19667378,1.17301953
1028,248046,248046,0.00067360,0.10291437,7.70106411
1029,248046,248046,0.00844466,0.20574205,2.23161745
1030,248046,248046,0.00028924,0.11027687,1.24740982
1031,23949,32,0.10835501,0.00306939,1.19945335
1032,248046,248046,0.00029154,0.04335663,0.94206047
1033,248046,248046,0.12644263,0.49451834,1.28621674
1034,248046,248046,0.08689335,0.46836824,1.67248154
1035,15,15,0.01636758,0.04224058,1.37203169
1036,248046,248046,0.03845835,0.31100719,2.90079308
1037,248046,248046,0.00053585,0.10248104,1.93866920
1038,248046,248046,0.06965309,0.38714362,0.98599625
1039,248046,248046,0.03085513,0.26692790,2.08913994
1040,26,248046,0.13163031,0.56186064,1.72996449
1041,248046,248046,0.00016096,0.13462416,1.98557472
1042,73,73,0.93190476,0.97474014,6.53114653
1043,248046,248046,0.19014520,0.63536401,1.90928459
1044,248046,248046,0.01853187,0.19174355,2.24096298
1045,248046,248046,0.05459688,0.34862472,1.09568024
1046,285,248046,0.08227124,0.42280144,2.00564170
1047,248046,248046,0.08784231,0.30332457,1.20369148
1048,2153,248046,0.06953154,0.39850922,1.06079292
1049,248046,248046,0.00091047,0.21987010,1.89389801
1050,283,283,0.12504581,0.57630828,1.21614456
1051,248046,248046,0.00116401,0.02758834,1.89566135
1052,248046,248046,0.00006727,0.11977045,3.06547785
1053,248046,248046,0.00707993,0.12224072,2.19572234
1054,198,248046,0.07279514,0.41092548,1.26821423
1055,248046,248046,0.00450676,0.04168774,1.60604858
1056,248046,248046,0.11386079,0.24997499,3.68765497
1057,283,283,0.05551842,0.63050832,1.17607498
1058,1407,1407,0.04598375,0.44852183,1.06876373
1059,476,476,0.01722045,0.49402242,0.71315408
1060,69,248046,0.27032560,0.63571872,3.13514304
1061,1667,1667,0.00209248,0.65123400,0.80094737
1062,3620,3620,0.04163345,0.54936664,0.87448502
1063,11,11,0.15662376,0.61131076,1.22030067
1064,220,248046,0.09996212,0.46507615,1.02711868
1065,15,15,0.19505516,0.67123868,1.52864838
1066,248046,248046,0.00050401,0.03866133,2.38341045
1067,20,20,0.00173646,0.04248399,3.50721550
1068,69,69,0.02309016,0.58822931,1.26653624
1069,11,248046,0.03693269,0.31759653,1.29565394
1070,248046,248046,0.01761596,0.10106530,0.84879947
1071,248046,248046,0.00410488,0.14634822,1.20689285
1072,248046,248046,0.01486432,0.26934441,1.42530441
1073,248046,248046,0.00001113,0.05594335,0.97144413
1074,248046,248046,0.00230846,0.08708650,2.38482046
1075,248046,248046,0.02297120,0.33554506,6.19026327
1076,248046,248046,0.00072666,0.05862354,3.25267029
1077,248046,248046,0.00123628,0.06472567,2.04243016
1078,2542,2542,0.04227086,0.37217334,0.77528000
1079,248046,248046,0.00403943,0.10823492,3.23701477
1080,248046,248046,0.00212209,0.09055967,1.33157468
1081,248046,248046,0.00021851,0.12861383,2.22506022
1082,248046,248046,0.01755752,0.27536727,0.59677386
1083,727,727,0.00132850,0.20169280,2.55370593
1084,5604,5604,0.00870987,0.49459991,0.79873657
1085,62,62,0.00647733,0.47064928,1.15433621
1086,16,16,0.00688468,0.35297009,1.02720475
1087,19490,19490,0.00788382,0.37112160,0.92360115
1088,1590,1590,0.02378065,0.52047101,1.07512474
1089,248046,248046,0.00695015,0.16669818,0.86740041
1090,262,262,0.00979482,0.35606369,0.85000253
1091,248046,248046,0.08475795,0.09164007,2.47804546
1092,283,283,0.01718233,0.47408841,0.96371651
1093,248046,248046,0.00358747,0.11419299,0.86169672
1094,248046,248046,0.00349695,0.20154735,2.41853690
1095,248046,248046,0.23705977,0.61097656,2.66717935
1096,248046,248046,0.03417431,0.19692777,6.63149738
1097,248046,248046,0.00575200,0.16572995,1.44728756
1098,248046,248046,0.00071794,0.03327490,1.36268115
1099,248046,248046,0.01984644,0.28596386,1.48378754
1100,1857,1857,0.02921908,0.54915281,1.05803871
1101,11,11,0.03700326,0.61830934,1.22330475
1102,248046,248046,4.72005407,13.98475754,19.52824211
1103,303,303,0.11081892,0.57042751,1.66651750
1104,248046,248046,0.03060793,0.32670433,4.43146658
1105,19490,19490,0.00638071,0.72752762,1.55800629
1106,248046,248046,0.14934374,0.10820249,6.15636730
1107,248046,248046,0.06554538,0.40654848,1.29064178
1108,262,262,0.04817858,0.06248652,0.98321390
1109,248046,248046,0.72847301,0.31677519,4.09368896
1110,1373,1373,0.03481601,0.59345673,1.20609856
1111,318,318,0.09912303,0.60641793,1.13208580
1112,1209,1209,0.01788234,0.63227860,1.36567140
1113,478,478,0.11875471,0.68341021,3.72929430
1114,220,220,0.38814137,0.92555933,2.39270973
1115,16,248046,0.19956741,0.60340924,1.08803511
1116,8,8,0.03412972,0.78832640,1.44023895
1117,248046,248046,0.16708814,0.53850292,2.03703642
1118,248046,248046,0.01353408,0.01141521,1.90230536
1119,248046,248046,0.00002197,0.03009059,2.09529877
1120,248046,248046,0.00598396,0.11060191,1.68663669
1121,248046,248046,0.00082218,0.09738650,2.38899851
1122,2702,2702,0.01997568,0.35197251,0.75439072
1123,248046,248046,0.19426290,0.56613703,7.34317112
1124,248046,248046,0.00766324,0.11147088,1.25169754
1125,7,7,0.05326894,0.63777933,1.05355191
1126,248046,248046,0.00933034,0.24348039,1.49862194
1127,248046,248046,0.01491837,0.30442075,1.75259399
1128,248046,248046,0.00003664,0.06907666,3.02898932
1129,19490,19490,0.00884477,0.53359440,1.13019681
1130,248046,248046,0.19598408,0.46770183,1.33592415
1131,248046,248046,0.00016711,0.02161771,0.77108765
1132,2,2,0.01392492,0.30780836,1.48909926
1133,78503,78503,0.00920912,0.41876558,1.76416683
1134,17592,17592,0.01618962,0.28425310,0.77210236
1135,1906,248046,0.03193682,0.29916802,0.70322990
1136,248046,248046,0.05372026,0.34633676,1.06204987
1137,4918,248046,0.13087124,0.50409081,1.13130760
1138,5284,248046,0.12212502,0.50511817,1.28624916
1139,248046,248046,0.03382679,0.29312013,1.34512997
1140,11,11,0.00526422,0.15524230,0.73230553
1141,248046,248046,0.00077446,0.22071809,4.85521412
1142,4570,4570,0.21885710,0.67377643,1.77581215
1143,7308,7308,0.03546230,0.48208795,1.20218468
1144,2937,2937,0.05525051,0.50667823,1.27590942
1145,248046,248046,0.00817576,0.16922265,1.87120104
1146,248046,248046,0.00089999,0.05827254,0.92344618
1147,74614,74614,0.00041117,0.09973459,0.83099437
1148,62,62,0.00065392,0.16026236,0.61499786
1149,248046,248046,0.02145762,0.25057318,1.66982675
1150,248046,248046,0.00773381,0.14968771,1.05488491
1151,10300,10300,0.00596482,0.24999175,0.74727297
1152,1250,1250,0.01495708,0.40833755,0.91729927
1153,4568,4568,0.18093649,0.86316342,6.32773113
1154,62,62,0.01510676,0.60737465,1.17733121
1155,16,16,0.07997983,0.49309834,2.49814057
1156,11,11,0.01982586,0.28007134,0.89113188
1157,248046,248046,0.20663559,1.91857007,4.91588831
1158,26612,26612,0.04203052,0.39112553,0.85822105
1159,1455,248046,0.02682238,0.29094580,1.80406189
1160,25,25,0.01349001,0.47479492,0.99390793
1161,248046,248046,0.00460846,0.06753606,6.48519278
1162,1163,1163,0.00521451,0.24630937,1.29502869
1163,248046,248046,0.00060635,0.03748234,1.82561398
1164,248046,248046,0.30195822,0.60544484,5.04834270
1165,1089,1089,0.00540205,0.54628133,1.37035942
1166,248046,248046,0.00309144,0.05785320,1.44003010
1167,248046,248046,0.00393856,0.22057644,3.87577057
1168,248046,248046,0.00325700,0.06126522,2.92364120
1169,248046,248046,0.00118283,0.05834429,1.45910037
1170,248046,248046,0.00000001,0.05180692,1.45821762
1171,248046,248046,0.00000024,0.06091733,1.63898420
1172,248046,248046,0.00018076,0.05308331,1.25848293
1173,69892,69892,0.00272383,0.17655509,1.04283082
1174,9705,9705,0.00511145,0.21690617,1.14617395
1175,31049,31049,0.00045512,0.05205584,0.61373043
1176,248046,5762,3.64878630,45.61926465,7.59684134
1177,3010,248046,0.01057520,0.18754456,1.14801693
1178,248046,248046,0.00070433,0.04702973,1.36205494
1179,17,248046,0.06762857,0.40857118,1.86756742
1180,248046,248046,0.00000040,0.00530012,1.37916529
1181,1193,1193,0.00035604,0.04400671,0.97222614
1182,20114,20114,0.04894561,0.40284327,0.89906311
1183,19860,19860,0.00042914,0.15447913,2.99376869
1184,17,248046,0.01392927,0.21680859,1.55427670
1185,248046,248046,0.00249711,0.09631530,0.94862175
1186,248046,248046,0.27032433,0.63674495,5.64808989
1187,248046,248046,0.00220292,0.08288880,1.06021547
1188,248046,248046,0.00061843,0.10484258,2.08623505
1189,248046,248046,0.00130040,0.24909486,4.35668564
1190,26,26,0.00085945,0.07491931,0.91311073
1191,248046,248046,0.00019678,0.02467801,1.19810975
1192,248046,248046,0.00065244,0.13247699,2.03978014
1193,248046,248046,0.11428842,0.43737781,2.19504929
1194,248046,248046,0.01920226,0.18741164,8.01866722
1195,26,26,0.05068441,0.76344389,1.03561974
1196,198,248046,0.63229914,0.80485115,6.60059118
1197,248046,248046,0.00181657,0.03569753,2.55498409
1198,248046,248046,0.00333301,0.03235513,1.73476028
1199,17102,17102,0.28242685,0.84102091,2.42479277
1200,248046,248046,0.00053405,0.05186945,1.71603000
1201,248046,248046,0.00191569,0.11966502,3.93993187
1202,248046,248046,0.00031699,0.08057136,1.91482353
1203,248046,248046,0.00446938,0.12412509,0.94866461
1204,248046,248046,0.00066897,0.09723943,1.53451347
1205,2153,2153,0.00146549,0.07558521,1.26617336
1206,7698,7698,0.00229000,0.27980102,0.79174137
1207,62,62,0.00320895,0.44194385,0.89800417
1208,17,17,0.00217826,0.04643038,1.38742518
1209,248046,248046,0.01160442,0.18308941,0.78909540
1210,248046,248046,0.00123595,0.06381551,1.32706130
1211,248046,248046,0.00036037,0.18521088,3.47453189
1212,248046,248046,0.00011319,0.03000714,2.30744648
1213,11,11,0.02066388,0.38362937,1.58880627
1214,248046,248046,0.00087096,0.02107550,1.08762503
1215,248046,248046,0.01671897,0.10061100,1.88733292
1216,8,248046,0.38185129,0.76435860,1.50081062
1217,248046,248046,0.00002261,0.02077370,4.20789528
1218,248046,248046,0.01874507,0.24150330,1.05973315
1219,262,262,0.01173633,0.36527466,1.18023348
1220,248046,248046,0.00800527,0.00176485,1.52909994
1221,248046,248046,0.00066119,0.02588050,2.62527847
1222,248046,248046,0.00078821,0.10312218,1.09278870
1223,248046,248046,0.00270887,0.14715198,1.48112226
1224,248046,248046,0.10777449,0.23073386,2.26425171
1225,13,248046,0.97786983,0.87037211,3.76398182
1226,248046,248046,0.01496213,0.22006317,1.43682241
1227,248046,248046,0.00001611,0.03127801,3.56847239
1228,248046,248046,0.00131580,0.12833020,6.39097261
1229,248046,248046,0.00596370,0.13354697,1.72720408
1230,248046,248046,0.00086309,0.00860127,3.25398731
1231,248046,248046,0.23224994,0.18548205,3.35976529
1232,248046,248046,0.00076602,0.06822511,1.09017658
1233,248046,248046,0.10470651,0.22647767,1.47631073
1234,248046,248046,0.00177511,0.08046793,1.38914824
1235,283,248046,0.19627259,0.57103715,1.58501196
1236,248046,248046,0.24691289,0.64076214,2.00368881
1237,15,15,0.02046411,0.02957729,5.84002542
1238,248046,248046,0.01488907,0.13565993,2.41090202
1239,248046,248046,0.00187697,0.13580909,3.46131516
1240,361,248046,1.30470341,0.92059657,3.23693848
1241,248046,248046,0.14869852,0.48857075,2.13572311
1242,248046,248046,0.06274047,0.48332502,1.99396515
1243,248046,248046,0.00089195,0.18708157,2.36087990
1244,248046,248046,0.04882382,0.23602684,1.70626378
1245,248046,248046,0.00031269,0.14282688,1.61835849
1246,248046,248046,0.05505549,0.07113237,3.23368120
1247,198,248046,0.42295968,0.73001215,4.09720373
1248,262,248046,0.25962255,0.03120228,1.40467644
1249,248046,248046,0.02281773,0.05505678,5.12116623
1250,248046,248046,0.00170584,0.21514357,2.32341766
1251,248046,248046,0.02502788,0.32609579,6.75104332
1252,283,283,0.18672929,0.67323158,1.66916466
1253,830,248046,1.00075232,0.77704108,4.15472221
1254,248046,248046,0.00014734,0.03037706,2.28247929
1255,248046,248046,0.00269668,0.10545886,0.88063002
1256,198,248046,0.17120211,0.59406986,1.03873062
1257,248046,248046,0.00508474,0.09720563,1.83982706
1258,248046,248046,0.19644624,0.12607175,5.12808132
1259,283,283,0.00930145,0.57486009,0.81194878
1260,248046,248046,0.02256859,0.18285390,2.81909561
1261,248046,248046,0.00621071,0.06881026,3.08635211
1262,248046,248046,0.01385235,0.16282241,3.95479035
1263,248046,248046,0.27199247,0.30816585,5.39504766
1264,3620,3620,0.01513540,0.45972884,1.17463160
1265,11,11,0.02793321,0.46772108,1.61152482
1266,220,248046,1.30447965,0.91691952,3.22566605
1267,15,248046,0.77647295,0.88254828,2.21896362
1268,13,248046,0.25382717,0.62099693,1.64368844
1269,248046,248046,0.00269325,0.01475732,4.54077053
1270,248046,248046,0.03261776,0.31487304,2.12261796
1271,11,11,0.00095071,0.06095142,7.46315527
1272,248046,248046,0.33698677,0.12015522,3.37895775
1273,248046,248046,0.00027603,0.17506356,1.49873734
1274,248046,248046,0.19722762,0.62668287,4.12532902
1275,248046,248046,0.00515068,0.01812166,2.42788482
1276,333,248046,0.11465775,0.50886357,1.60180068
1277,198,248046,0.14269458,0.54598577,1.96846223
1278,248046,248046,0.00205574,0.01678091,1.43026876
1279,248046,248046,0.00025169,0.00232483,2.17353964
1280,248046,248046,0.04420843,0.31034329,7.28797054
1281,248046,248046,0.00008060,0.10246832,2.49113083
1282,248046,248046,0.00001848,0.03781523,3.61286068
1283,248046,248046,0.02794386,0.06335346,7.55264854
1284,248046,248046,0.00773449,0.15726320,0.98234653
1285,248046,727,6.67125952,237.82480012,8.75120163
1286,5604,5604,0.00078364,0.44951856,0.96999967
1287,62,62,0.00101939,0.29207030,1.09559822
1288,17,17,0.05282152,2.13293320,3.25124931
1289,19490,19490,0.00041536,0.12871740,0.96225864
1290,1590,1590,0.00028069,0.14196220,1.06790161
1291,248046,248046,0.02053780,0.33495429,7.03067112
1292,262,262,0.01833303,0.68311210,0.82168126
1293,248046,248046,0.21300785,0.14693077,4.39086199
1294,283,283,0.01301188,0.51810287,1.71482849
1295,248046,248046,0.01247613,0.19154227,2.08648086
1296,248046,248046,0.01164946,0.14660377,1.34527707
1297,248046,248046,0.01197616,0.17065127,2.14482498
1298,248046,248046,0.00075383,0.19718978,5.98612547
1299,248046,248046,0.00254882,0.10282880,1.20792222
1300,248046,248046,0.06131459,0.21007022,2.58524442
1301,248046,248046,0.00273212,0.00092874,1.05159831
1302,248046,248046,0.01373659,0.05377234,3.40496063
1303,11,11,0.00594518,0.35174205,1.21950150
1304,248046,248046,0.00016879,0.01419517,0.82264662
1305,248046,248046,0.08507921,0.41723467,1.44501495
1306,248046,248046,0.02683979,0.25010230,5.79629946
1307,248046,248046,0.01622264,0.29773459,2.37054348
1308,248046,248046,0.03311419,0.37385236,1.23899174
1309,248046,248046,0.19726201,0.57221616,2.22572279
1310,248046,248046,0.01666169,0.08811339,2.51154137
1311,248046,248046,0.02240937,0.22110333,5.90712738
1312,248046,248046,0.00017590,0.13781003,3.89807844
1313,248046,248046,0.34873952,0.35375704,2.83303833
1314,248046,248046,0.03291795,0.24315495,2.22999215
1315,248046,248046,0.00029070,0.10811324,2.21087193
1316,248046,220,0.22652653,1.22116248,6.86284447
1317,248046,248046,0.01582363,0.26231671,3.13916659
1318,248046,248046,0.19063095,0.56863299,4.20559502
1319,248046,248046,0.00001752,0.01552271,1.94360971
1320,248046,248046,0.01658069,0.05118473,1.95279980
1321,248046,248046,0.00002002,0.01599670,2.15768528
1322,248046,248046,0.01505480,0.10780642,2.98318815
1323,248046,248046,0.00765440,0.04723321,1.62308884
1324,248046,248046,0.00017758,0.07103856,3.02000237
1325,593,248046,0.05153731,0.39077708,0.89420533
1326,248046,248046,0.00405827,0.11337981,1.55415535
1327,7,248046,0.99343384,0.91537521,2.59968948
1328,248046,248046,0.00820980,0.15501667,2.79611421
1329,248046,248046,0.01391347,0.38841380,5.01050138
1330,248046,248046,0.00506826,0.03362775,4.82030964
1331,248046,248046,0.03819263,0.24583069,2.23070145
1332,8,8,0.01474378,0.03647665,2.67605710
1333,248046,248046,0.00096199,0.09533120,0.97684765
1334,248046,248046,0.05154019,0.34414304,1.60791159
1335,78503,78503,0.02601456,0.35095946,0.85735130
1336,248046,248046,0.04208245,0.40657750,1.67712116
1337,248046,248046,0.00214349,0.11585109,1.21875572
1338,248046,248046,0.00033077,0.06883339,1.34326029
1339,248046,248046,0.00105392,0.05912807,6.34705162
1340,248046,248046,0.00053434,0.17379300,2.70386696
1341,248046,248046,0.00036294,0.09455778,5.39873028
1342,248046,248046,0.53703612,2.50305423,10.00235271
1343,248046,248046,0.00012570,0.13918148,7.06629086
1344,248046,248046,0.00547649,0.14316353,2.32495689
1345,248046,248046,0.00263749,0.06689085,10.50130081
1346,248046,248046,0.00016584,0.05165568,1.91431260
1347,248046,248046,0.00255807,0.20379125,5.04934835
1348,248046,248046,0.02401364,0.28844590,1.36821747
1349,74614,74614,0.19565528,0.70014249,1.56512547
1350,62,62,0.00432046,0.41467565,0.94483376
1351,17,248046,1.13136050,0.89403856,2.22292590
1352,248046,248046,0.04718316,0.33528425,0.94780529
1353,248046,248046,0.00065895,0.00218408,2.41031075
1354,1250,1250,0.04997405,0.49005907,2.01795816
1355,248046,248046,0.00143129,0.13634057,2.13930035
1356,62,62,0.00629534,0.34333441,1.18968391
1357,248046,248046,0.33673164,0.69213929,1.62745237
1358,248046,248046,0.00834113,0.15044534,1.32357359
1359,248046,248046,0.00058311,0.33701498,8.13340950
1360,26612,248046,0.08149395,0.44036225,1.11575603
1361,248046,248046,0.00006148,0.05323544,5.15488720
1362,25,25,0.00363502,0.30747765,0.75819314
1363,248046,248046,0.17069416,1.02557257,4.94546413
1364,248046,248046,0.03949146,0.25702549,4.04863453
1365,248046,248046,0.00123141,0.02623878,3.71504307
1366,248046,248046,0.11959961,0.13903071,4.18150997
1367,248046,248046,0.09113791,0.43189901,1.42700243
1368,248046,248046,0.00018763,0.00940718,1.03749466
1369,248046,248046,0.01037189,0.06729598,2.50039577
1370,16,16,0.09709127,0.52620385,1.34641123
1371,248046,248046,0.00294502,0.09671514,1.83602238
1372,248046,248046,0.00000022,0.11340483,1.62609673
1373,248046,248046,0.00000006,0.00208325,2.31725216
1374,248046,248046,0.00012272,0.07558290,1.57258546
1375,248046,69892,0.03388849,0.47560841,1.24547803
1376,9705,248046,0.00007174,0.01470590,0.97514725
1377,31049,31049,0.00111314,0.09715038,1.20179558
1378,5762,5762,0.00002083,0.17461228,1.23554659
1379,248046,248046,0.10036025,0.44443533,1.53616977
1380,248046,248046,0.00380746,0.10904858,1.07306337
1381,18,18,0.03116044,0.44094446,8.06943321
1382,248046,248046,0.00011165,0.05796304,3.46301198
1383,1193,1193,0.00021554,0.04798860,1.49021244
1384,20114,20114,0.01123258,0.22233691,1.38696504
1385,19860,19860,0.00325229,0.33603560,0.96918392
1386,18,18,0.03274426,0.42061791,2.37414074
1387,248046,248046,0.01564796,0.29776023,1.21718025
1388,248046,248046,0.01098638,0.18584572,1.89584446
1389,248046,248046,0.01250519,0.18158969,1.00369167
1390,248046,248046,0.01878378,0.04721990,1.18963146
1391,248046,248046,0.00298283,0.10349744,1.63763118
1392,26,26,0.00699402,0.22884373,1.69586897
1393,248046,248046,0.07007448,0.44432764,7.68186092
1394,262,248046,0.64045787,0.80603147,6.95327330
1395,1534,248046,0.33408754,0.46446776,3.39288449
1396,248046,248046,0.01715738,0.15913629,4.12986851
1397,26,248046,0.45494424,0.74691032,1.85178089
1398,198,198,0.02819508,0.76642480,1.52841568
1399,248046,248046,0.00147316,0.12489635,2.33787012
1400,248046,248046,0.02432753,0.08494885,2.18136311
1401,248046,248046,0.03941156,0.23960534,7.42027855
1402,248046,248046,0.03137531,0.27408546,2.09430218
1403,248046,248046,0.00210949,0.15012915,1.05221176
1404,248046,248046,0.00022061,0.06023722,6.05705070
1405,248046,248046,0.06127149,0.37173645,1.01902533
1406,248046,248046,0.52596060,0.87139356,13.42106533
1407,2153,2153,0.00005465,0.02586811,1.13008487
1408,248046,248046,0.00019316,0.05507042,2.16075182
1409,62,62,0.00089707,0.38230759,1.26654816
1410,248046,18,0.84892171,97.49733376,6.69809675
1411,2654,2654,0.00198603,0.12743834,1.19020939
1412,248046,248046,0.00028178,0.12323943,3.34844065
1413,248046,248046,0.00015298,0.02740457,4.10252666
1414,248046,248046,0.11433124,0.53497448,2.23967361
1415,11,11,0.02036446,0.61814434,1.13320446
1416,248046,248046,0.28792569,0.42848976,3.72070503
1417,248046,248046,0.11680844,0.54511069,2.92097759
1418,8,8,0.06442211,0.87483763,2.40329933
1419,248046,248046,0.00069034,0.12954210,3.17145729
1420,198,248046,0.05467365,0.38276103,4.06373215
1421,262,262,0.04116345,0.55425219,1.16788840
1422,248046,248046,0.04192196,0.33084007,2.40864420
1423,248046,248046,0.23372588,0.17328851,2.31972694
1424,248046,248046,0.00166568,0.10057470,1.39132118
1425,248046,248046,0.07589581,0.36549159,2.00718212
1426,248046,248046,0.66154921,0.25293205,6.11593914
1427,248046,248046,0.44239896,0.83965388,8.95528793
1428,248046,248046,0.08368057,0.45212138,2.28136992
1429,248046,248046,0.00143604,0.03366346,8.37859917
1430,248046,248046,0.01483294,0.33132461,2.17402792
1431,248046,248046,0.00021257,0.03319784,2.84065342
1432,248046,248046,0.12354631,0.46069022,6.23388720
1433,248046,248046,0.02056478,0.17343166,1.76707006
1434,248046,248046,0.00235310,0.16183381,1.34544754
1435,390,390,0.02199902,0.44166482,1.96981072
1436,492,492,0.00335908,0.48181444,1.46789610
1437,283,248046,0.11695764,0.49773645,0.92279053
1438,220,220,0.08971982,0.61405503,5.51015615
1439,15,15,0.32296256,0.55884856,2.22718239
1440,248046,248046,0.00447963,0.30214495,3.58992338
1441,248046,248046,0.00527796,0.08077088,1.81838679
1442,361,248046,2.24140600,0.98543756,8.95797062
1443,220,436,0.42065906,0.60785373,4.11580658
1444,248046,248046,0.00290425,0.36913689,2.58832407
1445,248046,248046,0.00124587,0.16745766,1.60847294
1446,248046,248046,0.48640649,0.19193425,7.76348877
1447,248046,248046,0.00798561,0.24827996,2.29151630
1448,248046,248046,0.02613654,0.33490174,2.00407791
1449,248046,248046,0.05561032,0.54171163,5.91728592
1450,248046,248046,0.10116787,0.10494036,1.22342038
1451,248046,248046,0.00729246,0.15594807,2.37201691
1452,248046,248046,0.00525767,0.07490373,1.66255951
1453,248046,248046,0.19195860,0.16835670,1.80338669
1454,283,283,0.15701217,0.78777013,0.85999584
1455,248046,248046,0.02249776,0.20597516,1.21141696
1456,248046,248046,0.02903729,0.43182703,2.71193886
1457,248046,248046,0.01686044,0.26758648,6.30163860
1458,198,198,0.19076768,0.72530583,3.47714520
1459,248046,248046,0.00263956,0.03199576,2.97889185
1460,533,533,0.41370687,0.05624605,3.67567921
1461,283,283,0.01181626,0.64137319,0.79578972
1462,248046,248046,0.58290954,0.25927050,3.42018223
1463,198,248046,0.29146743,0.14755152,5.04995441
1464,248046,248046,0.21731243,0.23125942,4.96936035
